0,0,0,0,0,0,0,0
0,527692.69,71470.38,82.14,16894.15,11102.17,2.1,158941.23
0,371019,44144,73.55,35163,5834,1.57,529757
0,297275.05,21544.65,76.1,7132.02,3664.18,1.23,50320.54
0,275197.42,20193.42,77.84,6028.66,2938.48,1.07,39869.3
0,242868.65,,,,41054.71,16.9,3046499.14
0,123170,,,30065,59377,48.21,62451
0,109609.42,7749.17,46.42,26715.79,12113.03,11.05,185075.44
0,98972.05,,,13528.08,7761.76,7.84,1058910.81
0,90307.43,7988.02,43.02,11749.89,4779.89,5.29,201121.02
0,86987.86,3220.44,8.25,6677.7,6082.49,6.99,
0,86020.3,3325.7,57.19,7500.6,3254.9,3.78,42713.4
0,76727,10599,46.03,8259,1400,1.82,58826
0,75126.3,2321.91,30.56,6025.67,1778.37,2.37,39494.57
0,73107,,,14702,38296,52.38,44728
0,70610.71,11255.34,84.4,10533.19,5131.06,7.27,91939.23
0,69202.76,4662,50.57,2020.6,4273.1,6.17,33793.67
0,69202.76,4662,50.57,2020.6,4273.1,6.17,33793.67
0,66967.31,19441.8,80.48,2178.82,8830.34,13.19,69777.05
0,63401.19,,,,6808.24,10.74,764459.23
0,62062.14,5811.04,67.41,,,,16819.49
0,54985.77,,,,4747.32,8.63,640730.77
0,53614,3839.27,33.34,4796.04,2980.22,5.56,30738.24
0,51310.25,,,,6963.16,13.57,651795.99
0,49974.11,,,,5039.13,10.08,633993.82
0,49608,,,,1471,2.97,161690.2
0,48123.8,,,7614,23808.5,49.47,46001
0,46810.34,,,,5675.11,12.12,570558.91
0,45749.16,11394.46,75.46,1205.43,1981.71,4.33,61758.83
0,44995.65,7587.24,50.57,12464.32,2728.44,6.06,51638.94
0,43348.04,,,9632.46,,,434430.26
0,42670.89,,,,,,
0,41338.39,4847.08,74.79,,,,
0,40767.81,,,,6021.04,14.77,483764.84
0,38644,7657,56.66,5075,,,103865
0,38395.43,,,2155.43,,,
0,38224,2422,31.12,6036,1747,4.57,
0,36858.8,,,,2120.9,5.75,148432.6
0,35703.5,3273.62,54.6,2455.72,1926.01,5.39,40557.27
0,34119.12,,,9938.55,1783.57,5.23,169391.19
0,34066.66,,,,3151.99,9.25,417968.35
0,33650.54,,,3384.87,1730.24,5.14,
0,30348.95,8113.49,29.37,1215.39,6261.27,20.63,
0,30249.96,,,4675.18,1255.4,4.15,19852.81
0,29624.75,,,,2469.77,8.34,313950.95
0,29054.95,2684.67,40.9,1983.2,2098.77,7.22,
0,28979.44,,,,,,
0,28842,,,6952.92,,,331711.65
0,28496.77,,,,3137.79,11.01,
0,27715.97,3893.18,79.49,,,,36772.36
0,27219.6,,,4380.4,8444,31.02,
0,26012,,,8185,8079,31.06,26514
0,25309.72,,,5763.72,,,258070.84
0,23943.21,,,3902.94,3183.61,13.3,267392.46
0,23286.53,,,,2995.35,12.86,
0,22638.57,,,,3565.22,15.75,269657.91
0,22261.15,,,,1853.51,8.33,238425.26
0,22071.24,,,,2191.2,9.93,238080.71
0,21118,1544,87.58,7956,,,33909
0,20891.6,4581.88,80.62,1713.09,,,33385.35
0,20550.43,2931.66,45.39,,1529,7.44,43694.01
0,20164.9,5065.59,89.9,,1074.41,5.33,
0,19916.25,1576.22,84.5,,,,
0,19894.12,19764.51,58.45,2282.44,4295.17,21.59,
0,19184.81,,,,2222.87,11.59,243752.4
0,19069.97,6719.18,83.17,1374.36,,,
0,18209.92,,,,922.63,5.07,
0,17631.26,,,,2646.85,15.01,197899.28
0,17383.97,,,3890.34,1721.17,9.9,105415.97
0,17355.02,,,2430.97,,,186614.74
0,16851.21,1532.97,37.99,,,,
0,16391.78,2585.1,64.67,2134.76,,,
0,15837,2950.93,54.93,1096.87,1144.28,7.23,
0,15656.65,,,1358.91,,,
0,15541.3,1901.88,26.23,,,,
0,15522.44,,,2563.99,,,103441.84
0,15407.35,,,3729.26,,,110346.23
0,14330.63,,,,1946.22,13.58,177505.28
0,14081.15,,,,,,
0,13734.96,,,2590.14,1576.53,11.48,32454.85
0,13683.8,,,1086.9,1603.6,11.72,
0,13495.65,,,,,,
0,13203.85,3234.23,42.59,,,,
0,12977.52,,,,,,
0,12883.88,,,,,,100078.44
0,12729.23,,,,,,
0,12585.01,2044.16,70.47,,,,
0,12374.01,2868.41,46.18,1888.41,1839.84,14.87,
0,12368.9,,,1966.55,1262.95,10.21,
0,12353.77,2051.48,71.01,,,,
0,12257.9,1444.3,33.87,1598,1370.4,11.18,
0,12257.89,3971.26,42.8,1529.73,1362.77,11.12,
0,12245.24,1586.04,18.1,,,,
0,12152.67,,,4642.11,1036.75,8.53,22063.78
0,12084.6,4413.65,41.38,1927.29,1879.05,15.55,
0,12079.76,,,,,,
0,11948.17,,,,1118.19,9.36,137164.68
0,11722,1589.05,60.44,,,,
0,11667.88,,,1528.54,,,20194.08
0,11499.32,,,1732.4,2072.28,18.02,
0,11419.02,,,,1377.76,12.07,139188.18
0,,12362.44,95.99,,,,
0,,12033.08,95.98,,,,
0,,11357.26,75.01,,,,22154.64
0,,8062.1,85.15,,,,
0,,6274.37,92.82,,,,
0,,4988.11,70.45,,,,
0,,4864.79,77.95,,,,
0,,4500.63,95.8,,,,
0,,3954.81,91.77,,,,
0,,3689.38,93.86,,,,
0,,3256.4,56.29,1655,,,
0,,3128.85,88.62,,,,
0,,3048.41,86.63,,,,
0,,2874.05,89.96,,,,
0,,2792.62,34.2,,1571.34,15.25,23717.39
0,,2764.98,91.24,,,,
0,,2746.37,58.19,,,,
0,,2619.68,85.85,,,,
0,,2503.76,61.04,,,,
0,,2442.13,75.24,,,,
0,,2316.07,83.58,,,,
0,,2305.98,37.85,1538.83,1515.42,13.34,
0,,2208.94,60.86,,,,
0,,2200.52,65.35,1229.98,,,
0,,2118.66,87.24,,,,
0,,2015.6,34.48,1277.3,1931.9,18.18,
0,,1980.43,54.44,,,,
0,,1976.6,87.04,,,,
0,,1921.28,69.48,,,,
0,,1917.03,53.15,,,,
0,,1889.09,57.08,,,,
0,,1876.7,42.14,,,,
0,,1866,39.71,,,,
0,,1832.32,33.19,,,,
0,,1820.83,71.25,2805.75,,,
0,,1803.97,60.97,,,,
0,,1702.27,50.86,,,,
0,,1664.53,63.46,,,,
0,,1663.18,54.52,1332.65,,,
0,,1656.97,83.63,,,,
0,,1642.89,89.02,,,,
0,,1580.1,80.38,,,,
0,,1527.27,92.91,,,,
0,,1478.78,24.51,,,,
0,,1464.38,22.92,1266.97,2963.68,41.47,20321.87
0,,1434.09,98.09,,,,
0,,1430.26,58.85,,,,
0,,1426.68,91.56,,,,
0,,1410.4,39.13,1602.1,974.5,15.01,
0,,1364.93,64.67,,,,
0,,1358.3,46.01,,1014.06,17.6,
0,,1323.15,21.31,,,,
0,,1313.39,94.81,,,,
0,,1310.65,62.38,,,,
0,,1308.39,42.86,3050.43,,,
0,,,,10469.67,,,
0,,,,2847,,,
0,,,,2779,,,
0,,,,2637.72,,,39547.27
0,,,,2630.55,1704.65,20.89,32090.05
0,,,,2282.13,,,
0,,,,2224.31,,,31769.04
0,,,,2054.44,,,
0,,,,1972.14,,,36457.13
0,,,,1754.98,,,
0,,,,1708.58,,,24449.55
0,,,,1622.11,969.98,15.38,
0,,,,1557.06,1090.12,12.5,63216.77
0,,,,1475.1,5128.7,57.58,
0,,,,1394.86,,,
0,,,,1364.29,,,
0,,,,1326.8,,,
0,,,,1282.47,1189.61,32.17,
0,,,,1277.31,,,
0,,,,1276.79,,,
0,,,,1264.29,,,
0,,,,1216.37,1008.69,15.18,48525.08
0,,,,1215.41,,,
0,,,,1186.15,,,56358.57
0,,,,1180.15,,,69942.85
0,,,,1140.65,,,
0,,,,1132,,,
0,,,,1126.31,,,29779.66
0,,,,1122.2,,,
0,,,,1081.38,,,78540.03
0,,,,1071.28,,,
0,,,,1049.26,,,
0,,,,988.88,,,28815.55
0,,,,982.8,,,
0,,,,,4560.07,81.24,
0,,,,,4421.1,62.97,
0,,,,,3937.36,95.28,
0,,,,,2905.7,61.67,
0,,,,,2272.03,114.3,
0,,,,,2200.79,87.91,
0,,,,,1794.17,16.54,136141.96
0,,,,,1646.18,21.45,88589.37
0,,,,,1520.34,15.81,89780.61
0,,,,,1441.14,41.97,
0,,,,,1388.26,63.21,
0,,,,,1295.09,15.53,
0,,,,,1214.6,60.75,
0,,,,,1178.5,15.54,
0,,,,,1175.81,13.74,94569.81
0,,,,,1143.51,53.41,
0,,,,,1057.01,11.6,
0,,,,,960.09,16.8,
0,,,,,949.12,48.43,
0,,,,,926.03,11.94,
0,,,,,921.25,17.09,
0,,,,,,,80864.96
0,,,,,,,70305.25
0,,,,,,,68966.06
0,,,,,,,62561.37
0,,,,,,,39146.3
0,,,,,,,30420.16
0,,,,,,,29638.23
0,,,,,,,29003.32
0,,,,,,,28050.49
0,,,,,,,26621.19
0,,,,,,,26566
0,,,,,,,25666.17
0,,,,,,,23462.83
0,,,,,,,22894.48
0,,,,,,,19957.98
0,,,,,,,18961.45
0,,,,,,,18451.62
0,,,,,,,16774.45
0,,,,,,,16680.85
0,,,,,,,16348.19